사업명,기준년월,시도,수급권자수,수급가구수
기초생계급여,2021-11,전라남도            ,67929,53849
기초생계급여,2021-11,경상북도            ,93955,75616
기초생계급여,2021-11,경상남도            ,95240,76167
기초생계급여,2021-11,제주특별자치도      ,19753,14828
기초생계급여,2021-12,서울특별시          ,257826,203111
기초생계급여,2021-12,부산광역시          ,146162,114127
기초생계급여,2021-12,대구광역시          ,96155,73478
기초생계급여,2021-12,인천광역시          ,97021,73131
기초생계급여,2021-12,광주광역시          ,55126,39781
기초생계급여,2021-12,대전광역시          ,47538,36102
기초생계급여,2021-12,울산광역시          ,20779,16935
기초생계급여,2021-12,세종특별자치시      ,4095,3182
기초생계급여,2021-12,경기도              ,237804,190733
기초생계급여,2021-12,강원도              ,53588,43122
기초생계급여,2021-12,충청북도            ,48970,39347
기초생계급여,2021-12,충청남도            ,57012,45765
기초생계급여,2021-12,전라북도            ,82687,62406
기초생계급여,2021-12,전라남도            ,68704,54513
기초생계급여,2021-12,경상북도            ,95338,76775
기초생계급여,2021-12,경상남도            ,96695,77402
기초생계급여,2021-12,제주특별자치도      ,20135,15120
기초의료급여,2021-01,서울특별시          ,248376,189423
기초의료급여,2021-01,부산광역시          ,138988,105995
기초의료급여,2021-01,대구광역시          ,93425,69268
기초의료급여,2021-01,인천광역시          ,94722,68735
기초의료급여,2021-01,광주광역시          ,56694,38771
기초의료급여,2021-01,대전광역시          ,47089,34468
기초의료급여,2021-01,울산광역시          ,20180,15941
기초의료급여,2021-01,세종특별자치시      ,3997,3046
기초의료급여,2021-01,경기도              ,235227,181333
기초의료급여,2021-01,강원도              ,54091,41837
기초의료급여,2021-01,충청북도            ,45901,35795
기초의료급여,2021-01,충청남도            ,53706,41686
기초의료급여,2021-01,전라북도            ,81247,58817
기초의료급여,2021-01,전라남도            ,65463,49905
기초의료급여,2021-01,경상북도            ,90650,70678
기초의료급여,2021-01,경상남도            ,91326,71276
기초의료급여,2021-01,제주특별자치도      ,19490,14269
기초의료급여,2021-02,서울특별시          ,248878,190118
기초의료급여,2021-02,부산광역시          ,139321,106379
기초의료급여,2021-02,대구광역시          ,93559,69470
기초의료급여,2021-02,인천광역시          ,94947,69004
기초의료급여,2021-02,광주광역시          ,56730,38893
기초의료급여,2021-02,대전광역시          ,47091,34521
기초의료급여,2021-02,울산광역시          ,20254,16034
기초의료급여,2021-02,세종특별자치시      ,3984,3045
기초의료급여,2021-02,경기도              ,235795,181995
기초의료급여,2021-02,강원도              ,54007,41845
